,,,,,,,,,,,,,,,比例名簿順,把握
こくりょう ぶんた,1635,,中国,11,国領,豊太,こくりょう,ぶんた,35,幸福実現党,,新,0,,1,把握漏れ
さえき ともこ,1636,,中国,11,佐伯,知子,さえき,ともこ,38,幸福実現党,,新,0,,2,把握漏れ
かとう けんた,1637,,中国,11,加藤,健太,かとう,けんた,27,幸福実現党,,新,0,,3,把握漏れ
おおひら よしのぶ,1638,,中国,11,大平,喜信,おおひら,よしのぶ,39,日本共産党,,前,1,,1,把握漏れ
かきうち きょうみ,1639,,中国,11,垣内,京美,かきうち,きょうみ,51,日本共産党,,新,0,岡山2区,2,
ふじもと かずのり,1640,,中国,11,藤本,一規,ふじもと,かずのり,52,日本共産党,,新,0,,3,把握漏れ
いわた たけし,1641,,中国,11,岩田,剛,いわた,たけし,36,日本共産党,,新,0,,4,把握漏れ
いしば しげる,1642,,中国,11,石破,茂,いしば,しげる,60,自由民主党,公明,前,10,鳥取1区,1,
あかざわ りょうせい,1643,,中国,11,赤沢,亮正,あかざわ,りょうせい,56,自由民主党,公明,前,4,鳥取2区,1,
たけした わたる,1644,,中国,11,竹下,亘,たけした,わたる,70,自由民主党,公明,前,6,島根2区,1,
あいさわ いちろう,1645,,中国,11,逢沢,一郎,あいさわ,いちろう,63,自由民主党,公明,前,10,岡山1区,1,
やました たかし,1646,,中国,11,山下,貴司,やました,たかし,52,自由民主党,公明,前,2,岡山2区,1,
はしもと がく,1647,,中国,11,橋本,岳,はしもと,がく,43,自由民主党,公明,前,3,岡山4区,1,
かとう かつのぶ,1648,,中国,11,加藤,勝信,かとう,かつのぶ,61,自由民主党,公明,前,5,岡山5区,1,
きしだ ふみお,1649,,中国,11,岸田,文雄,きしだ,ふみお,60,自由民主党,公明,前,8,広島1区,1,
ひらぐち ひろし,1650,,中国,11,平口,洋,ひらぐち,ひろし,69,自由民主党,公明,前,3,広島2区,1,
かわい かつゆき,1651,,中国,11,河井,克行,かわい,かつゆき,54,自由民主党,公明,前,6,広島3区,1,
しんたに まさよし,1652,,中国,11,新谷,正義,しんたに,まさよし,42,自由民主党,公明,前,2,広島4区,1,
てらだ みのる,1653,,中国,11,寺田,稔,てらだ,みのる,59,自由民主党,公明,前,4,広島5区,1,
こじま としふみ,1654,,中国,11,小島,敏文,こじま,としふみ,67,自由民主党,公明,前,2,広島6区,1,
こばやし ふみあき,1655,,中国,11,小林,史明,こばやし,ふみあき,34,自由民主党,公明,前,2,広島7区,1,
こうむら まさひろ,1656,,中国,11,高村,正大,こうむら,まさひろ,46,自由民主党,公明,新,0,山口1区,1,
きし のぶお,1657,,中国,11,岸,信夫,きし,のぶお,58,自由民主党,公明,前,2,山口2区,1,
すぎた みお,1658,,中国,11,杉田,水脈,すぎた,みお,50,自由民主党,,元,1,,17,把握漏れ
いけだ みちたか,1659,,中国,11,池田,道孝,いけだ,みちたか,70,自由民主党,,前,2,,18,把握漏れ
ふるた けいいち,1660,,中国,11,古田,圭一,ふるた,けいいち,60,自由民主党,,前,1,,19,把握漏れ
みうら やすし,1661,,中国,11,三浦,靖,みうら,やすし,44,自由民主党,,新,0,,20,把握漏れ
あぜもと しょうご,1662,,中国,11,畦元,将吾,あぜもと,しょうご,59,自由民主党,,新,0,,21,把握漏れ
とくむら じゅんいちろう,1663,,中国,11,徳村,純一郎,とくむら,じゅんいちろう,63,自由民主党,,新,0,,22,把握漏れ
いざくら やすし,1664,,中国,11,井桜,康司,いざくら,やすし,61,自由民主党,,新,0,,23,把握漏れ
ふくはら むねお,1665,,中国,11,福原,宗男,ふくはら,むねお,70,社会民主党,,新,0,島根2区,1,
かめい あきこ,1666,,中国,11,亀井,亜紀子,かめい,あきこ,52,立憲民主党,社民,新,0,島根1区,1,
たかい たかし,1667,,中国,11,高井,崇志,たかい,たかし,48,立憲民主党,,前,2,岡山1区,1,
さかもと ふみこ,1668,,中国,11,坂本,史子,さかもと,ふみこ,62,立憲民主党,社民,新,0,山口3区,1,
あきば ただとし,1669,,中国,11,秋葉,忠利,あきば,ただとし,74,立憲民主党,,元,3,,4,把握漏れ
なかにし りえ,1670,,四国,6,中西,利恵,なかにし,りえ,54,幸福実現党,,新,0,,1,把握漏れ
ももた たえこ,1671,,四国,6,桃田,妙子,ももた,たえこ,57,幸福実現党,,新,0,,2,把握漏れ
しらかわ ようこ,1672,,四国,6,白川,容子,しらかわ,ようこ,51,日本共産党,,新,0,,1,把握漏れ
しまさき やすおみ,1673,,四国,6,島崎,保臣,しまさき,やすおみ,34,日本共産党,,新,0,,2,把握漏れ
たけうち のりお,1674,,四国,6,武内,則男,たけうち,のりお,59,立憲民主党,,新,0,,1,把握漏れ
ふくい てる,1675,,四国,6,福井,照,ふくい,てる,63,自由民主党,,前,6,,1,把握漏れ
ふくやま まもる,1676,,四国,6,福山,守,ふくやま,まもる,64,自由民主党,,前,2,,2,把握漏れ
ごとうだ まさずみ,1677,,四国,6,後藤田,正純,ごとうだ,まさずみ,48,自由民主党,公明,前,6,徳島1区,3,
やまぐち しゅんいち,1678,,四国,6,山口,俊一,やまぐち,しゅんいち,67,自由民主党,公明,前,9,徳島2区,3,
ひらい たくや,1679,,四国,6,平井,卓也,ひらい,たくや,59,自由民主党,公明,前,6,香川1区,3,
せと たかかず,1680,,四国,6,瀬戸,隆一,せと,たかかず,52,自由民主党,公明,前,2,香川2区,3,
おおの けいたろう,1681,,四国,6,大野,敬太郎,おおの,けいたろう,48,自由民主党,公明,前,2,香川3区,3,
しおざき やすひさ,1682,,四国,6,塩崎,恭久,しおざき,やすひさ,66,自由民主党,公明,前,7,愛媛1区,3,
むらかみ せいいちろう,1683,,四国,6,村上,誠一郎,むらかみ,せいいちろう,65,自由民主党,公明,前,10,愛媛2区,3,
しらいし ひろき,1684,,四国,6,白石,寛樹,しらいし,ひろき,29,自由民主党,公明,新,0,愛媛3区,3,
やまもと こういち,1685,,四国,6,山本,公一,やまもと,こういち,70,自由民主党,公明,前,8,愛媛4区,3,
なかたに げん,1686,,四国,6,中谷,元,なかたに,げん,60,自由民主党,公明,前,9,高知1区,3,
やまもと ゆうじ,1687,,四国,6,山本,有二,やまもと,ゆうじ,65,自由民主党,公明,前,9,高知2区,3,
ふたがわ ひろやす,1688,,四国,6,二川,弘康,ふたがわ,ひろやす,43,自由民主党,,新,0,,14,把握漏れ
はやし じゅん,1689,,四国,6,林,潤,はやし,じゅん,45,自由民主党,,元,1,,15,把握漏れ
にき ひろぶみ,1690,,四国,6,仁木,博文,にき,ひろぶみ,51,希望の党,,元,1,徳島1区,1,
おがわ じゅんや,1691,,四国,6,小川,淳也,おがわ,じゅんや,46,希望の党,,前,4,香川1区,1,
たまき ゆういちろう,1692,,四国,6,玉木,雄一郎,たまき,ゆういちろう,48,希望の党,,前,3,香川2区,1,
とみなが きよ,1693,,四国,6,富永,喜代,とみなが,きよ,50,希望の党,,新,0,愛媛1区,1,
よこやま ひろゆき,1694,,四国,6,横山,博幸,よこやま,ひろゆき,66,希望の党,,前,1,愛媛2区,1,
しらいし よういち,1695,,四国,6,白石,洋一,しらいし,よういち,54,希望の党,,元,1,愛媛3区,1,
さくらうち ふみき,1696,,四国,6,桜内,文城,さくらうち,ふみき,52,希望の党,,元,1,愛媛4区,1,
おおいし しゅう,1697,,四国,6,大石,宗,おおいし,しゅう,37,希望の党,,新,0,高知1区,1,
ふじおか かよこ,1698,,四国,6,藤岡,佳代子,ふじおか,かよこ,52,希望の党,,新,0,,9,把握漏れ
かまえ いっぺい,1699,,四国,6,鎌江,一平,かまえ,いっぺい,40,希望の党,,新,0,,10,把握漏れ
ふじた しんじ,1700,,四国,6,藤田,伸二,ふじた,しんじ,62,社会民主党,,新,0,香川3区,1,
にしおか あらた,1701,,四国,6,西岡,新,にしおか,あらた,44,日本維新の会,,元,1,愛媛2区,1,
いしだ のりとし,1702,,四国,6,石田,祝稔,いしだ,のりとし,66,公明党,,前,7,,1,把握漏れ
たかむら むねお,1703,,四国,6,高村,宗男,たかむら,むねお,47,公明党,,新,0,,2,把握漏れ
そのだ ひろゆき,1704,,九州,20,園田,博之,そのだ,ひろゆき,75,自由民主党,,前,10,,1,把握漏れ
みやじ たくま,1705,,九州,20,宮路,拓馬,みやじ,たくま,37,自由民主党,,前,1,,2,把握漏れ
いまむら まさひろ,1706,,九州,20,今村,雅弘,いまむら,まさひろ,70,自由民主党,,前,7,,3,把握漏れ
いのうえ たかひろ,1707,,九州,20,井上,貴博,いのうえ,たかひろ,55,自由民主党,,前,2,福岡1区,4,
おにき まこと,1708,,九州,20,鬼木,誠,おにき,まこと,45,自由民主党,公明,前,2,福岡2区,4,
こが あつし,1709,,九州,20,古賀,篤,こが,あつし,45,自由民主党,公明,前,2,福岡3区,4,
みやうち ひでき,1710,,九州,20,宮内,秀樹,みやうち,ひでき,55,自由民主党,公明,前,2,福岡4区,4,
はらだ よしあき,1711,,九州,20,原田,義昭,はらだ,よしあき,73,自由民主党,公明,前,7,福岡5区,4,
はとやま じろう,1712,,九州,20,鳩山,二郎,はとやま,じろう,38,自由民主党,公明,前,1,福岡6区,4,
ふじまる さとし,1713,,九州,20,藤丸,敏,ふじまる,さとし,57,自由民主党,公明,前,2,福岡7区,4,
みはら あさひこ,1714,,九州,20,三原,朝彦,みはら,あさひこ,70,自由民主党,公明,前,7,福岡9区,4,
やまもと こうぞう,1715,,九州,20,山本,幸三,やまもと,こうぞう,69,自由民主党,公明,前,7,福岡10区,4,
たけだ りょうた,1716,,九州,20,武田,良太,たけだ,りょうた,49,自由民主党,公明,前,5,福岡11区,4,
いわた かずちか,1717,,九州,20,岩田,和親,いわた,かずちか,44,自由民主党,公明,前,2,佐賀1区,4,
ふるかわ やすし,1718,,九州,20,古川,康,ふるかわ,やすし,59,自由民主党,公明,前,1,佐賀2区,4,
とみおか つとむ,1719,,九州,20,冨岡,勉,とみおか,つとむ,69,自由民主党,公明,前,3,長崎1区,4,
かとう かんじ,1720,,九州,20,加藤,寛治,かとう,かんじ,71,自由民主党,公明,前,2,長崎2区,4,
きたむら せいご,1721,,九州,20,北村,誠吾,きたむら,せいご,70,自由民主党,公明,前,6,長崎4区,4,
きはら みのる,1722,,九州,20,木原,稔,きはら,みのる,48,自由民主党,,前,3,熊本1区,4,
あなみ よういち,1723,,九州,20,穴見,陽一,あなみ,よういち,48,自由民主党,公明,前,2,大分1区,4,
いわや たけし,1724,,九州,20,岩屋,毅,いわや,たけし,60,自由民主党,公明,前,7,大分3区,4,
たけい しゅんすけ,1725,,九州,20,武井,俊輔,たけい,しゅんすけ,42,自由民主党,公明,前,2,宮崎1区,4,
えとう たく,1726,,九州,20,江藤,拓,えとう,たく,57,自由民主党,公明,前,5,宮崎2区,4,
ふるかわ よしひさ,1727,,九州,20,古川,禎久,ふるかわ,よしひさ,52,自由民主党,公明,前,5,宮崎3区,4,
かねこ ますお,1728,,九州,20,金子,万寿夫,かねこ,ますお,70,自由民主党,公明,前,2,鹿児島2区,4,
おざと やすひろ,1729,,九州,20,小里,泰弘,おざと,やすひろ,59,自由民主党,公明,前,4,鹿児島3区,4,
もりやま ひろし,1730,,九州,20,森山,裕,もりやま,ひろし,72,自由民主党,公明,前,5,鹿児島4区,4,
こくば こうのすけ,1731,,九州,20,国場,幸之助,こくば,こうのすけ,44,自由民主党,公明,前,2,沖縄1区,4,
みやざき まさひさ,1732,,九州,20,宮崎,政久,みやざき,まさひさ,52,自由民主党,公明,前,2,沖縄2区,4,
ひが なつみ,1733,,九州,20,比嘉,奈津美,ひが,なつみ,59,自由民主党,公明,前,2,沖縄3区,4,把握漏れ
にしめ こうさぶろう,1734,,九州,20,西銘,恒三郎,にしめ,こうさぶろう,63,自由民主党,公明,前,4,沖縄4区,4,把握漏れ
ゆかわ かずゆき,1735,,九州,20,湯川,一行,ゆかわ,かずゆき,68,自由民主党,,元,1,,32,把握漏れ
にしむら としたか,1736,,九州,20,西村,俊隆,にしむら,としたか,62,自由民主党,,新,0,,33,把握漏れ
おおくぼ ひでのり,1737,,九州,20,大久保,秀典,おおくぼ,ひでのり,63,自由民主党,,新,0,,34,把握漏れ
かわかみ たけし,1738,,九州,20,川上,健,かわかみ,たけし,55,自由民主党,,新,0,,35,把握漏れ
えなつ まさとし,1739,,九州,20,江夏,正敏,えなつ,まさとし,50,幸福実現党,,新,0,,1,把握漏れ
よしとみ かずえ,1740,,九州,20,吉冨,和枝,よしとみ,かずえ,58,幸福実現党,,新,0,,2,把握漏れ
とみかわ のぼる,1741,,九州,20,富川,昇,とみかわ,のぼる,74,幸福実現党,,新,0,,3,把握漏れ
まえだ こういち,1742,,九州,20,前田,浩一,まえだ,こういち,46,幸福実現党,,新,0,,4,把握漏れ
えだ やすゆき,1743,,九州,20,江田,康幸,えだ,やすゆき,61,公明党,,前,6,,1,把握漏れ
とおやま きよひこ,1744,,九州,20,遠山,清彦,とおやま,きよひこ,48,公明党,,前,3,,2,把握漏れ
はまち まさかず,1745,,九州,20,浜地,雅一,はまち,まさかず,47,公明党,,前,2,,3,把握漏れ
よしだ のぶひろ,1746,,九州,20,吉田,宣弘,よしだ,のぶひろ,49,公明党,,前,1,,4,把握漏れ
うえち たかし,1747,,九州,20,上地,崇,うえち,たかし,29,公明党,,新,0,,5,把握漏れ
よしだ くみこ,1748,,九州,20,吉田,久美子,よしだ,くみこ,54,公明党,,新,0,,6,把握漏れ
てるや かんとく,1749,,九州,20,照屋,寛徳,てるや,かんとく,72,社会民主党,,前,5,沖縄2区,1,
よしかわ はじめ,1750,,九州,20,吉川,元,よしかわ,はじめ,51,社会民主党,立憲,前,2,大分2区,1,
たけうち のぶあき,1751,,九州,20,竹内,信昭,たけうち,のぶあき,64,社会民主党,,新,0,福岡11区,1,
わだ かなめ,1752,,九州,20,和田,要,わだ,かなめ,68,社会民主党,,新,0,熊本2区,1,
のろ まさかず,1753,,九州,20,野呂,正和,のろ,まさかず,66,社会民主党,,新,0,鹿児島4区,1,
あかみね せいけん,1754,,九州,20,赤嶺,政賢,あかみね,せいけん,69,日本共産党,,前,6,沖縄1区,1,
たむら たかあき,1755,,九州,20,田村,貴昭,たむら,たかあき,56,日本共産党,,前,1,福岡10区,2,
まじま しょうぞう,1756,,九州,20,真島,省三,まじま,しょうぞう,54,日本共産党,,前,1,福岡9区,3,
まつおか まさる,1757,,九州,20,松岡,勝,まつおか,まさる,44,日本共産党,,新,0,,4,把握漏れ
やました かい,1758,,九州,20,山下,魁,やました,かい,40,日本共産党,,新,0,,5,把握漏れ
ますだ まきこ,1759,,九州,20,益田,牧子,ますだ,まきこ,67,日本共産党,,新,0,,6,把握漏れ
やまもと ごうせい,1760,,九州,20,山本,剛正,やまもと,ごうせい,45,立憲民主党,,元,1,福岡1区,1,
やまうち こういち,1761,,九州,20,山内,康一,やまうち,こういち,44,立憲民主党,,元,3,福岡3区,1,
やがみ まさよし,1762,,九州,20,矢上,雅義,やがみ,まさよし,57,立憲民主党,,元,2,熊本4区,1,
よこみつ かつひこ,1763,,九州,20,横光,克彦,よこみつ,かつひこ,73,立憲民主党,,元,6,大分3区,1,
かわうち ひろし,1764,,九州,20,川内,博史,かわうち,ひろし,55,立憲民主党,,元,5,鹿児島1区,1,
なかま しょうしん,1765,,九州,20,仲間,昌信,なかま,しょうしん,69,立憲民主党,,新,0,,6,把握漏れ
ふじた かずえ,1766,,九州,20,藤田,一枝,ふじた,かずえ,68,立憲民主党,,元,2,,7,把握漏れ
なかやま なりあき,1767,,九州,20,中山,成彬,なかやま,なりあき,74,希望の党,,元,7,,1,把握漏れ
いしい ひでとし,1768,,九州,20,石井,英俊,いしい,ひでとし,41,希望の党,,新,0,福岡1区,2,
いなとみ しゅうじ,1769,,九州,20,稲富,修二,いなとみ,しゅうじ,47,希望の党,,元,1,福岡2区,2,
くすだ だいぞう,1770,,九州,20,楠田,大蔵,くすだ,だいぞう,42,希望の党,,元,3,福岡5区,2,
はら けいすけ,1771,,九州,20,原,圭助,はら,けいすけ,39,希望の党,,新,0,福岡7区,2,
おがた りんたろう,1772,,九州,20,緒方,林太郎,おがた,りんたろう,44,希望の党,,前,2,福岡9区,2,
きい たかし,1773,,九州,20,城井,崇,きい,たかし,44,希望の党,,元,2,福岡10区,2,
むらかみ とものぶ,1774,,九州,20,村上,智信,むらかみ,とものぶ,48,希望の党,,新,0,福岡11区,2,
おおぐし ひろし,1775,,九州,20,大串,博志,おおぐし,ひろし,52,希望の党,,前,4,佐賀2区,2,
にしおか ひでこ,1776,,九州,20,西岡,秀子,にしおか,ひでこ,53,希望の党,,新,0,長崎1区,2,
